Institution,City,State,AdmissionRate,Undergraduates,CarnegieClassification,Ownership,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
University of Mount Olive,Mount Olive,NC,0.8258,1891.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0629,0.0014,0.0,0.0,0.0057,0.0,0.0215,0.0,0.1202,0.0,0.0,0.0,0.0,0.0,0.0172,0.1102,0.0,0.0186,0.0029,0.0,0.0,0.0429,0.0114,0.0,0.0029,0.0,0.0229,0.0873,0.0043,0.0,0.0,0.0,0.0,0.0,0.0215,0.1817,0.2618,0.0029
North Carolina A & T State University,Greensboro,NC,0.5735,11327.0,Doctoral Universities: High Research Activity,Public,0.0403,0.0,0.0038,0.0,0.0802,0.0,0.0555,0.0,0.0228,0.1391,0.019,0.0,0.0247,0.0,0.0104,0.0907,0.0,0.0451,0.0043,0.0,0.0,0.0721,0.0,0.0,0.009,0.0,0.0759,0.0498,0.0247,0.0408,0.0,0.0,0.0,0.0,0.0342,0.0351,0.1158,0.0066
University of North Carolina at Asheville,Asheville,NC,0.8163,3084.0,Baccalaureate Colleges: Arts & Sciences Focus,Public,0.0,0.0805,0.0,0.0041,0.0737,0.0,0.0505,0.0,0.0,0.0382,0.0,0.015,0.0,0.0,0.06,0.0246,0.0,0.0559,0.0218,0.0,0.0,0.0,0.0109,0.0,0.0355,0.0,0.1214,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.1351,0.0696,0.0819,0.0164
University of North Carolina at Chapel Hill,Chapel Hill,NC,0.204,19722.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0236,0.0,0.0228,0.1147,0.0,0.0818,0.0,0.0232,0.0151,0.0,0.0093,0.0065,0.0,0.019,0.0046,0.0,0.1345,0.043,0.0,0.0947,0.0666,0.0069,0.0,0.037,0.0,0.0,0.0,0.0238,0.1173,0.0,0.0,0.0,0.0,0.0123,0.046,0.0836,0.0135
University of North Carolina at Charlotte,Charlotte,NC,0.7945,23708.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0093,0.006,0.0466,0.0,0.1154,0.0,0.0269,0.0856,0.0326,0.0188,0.0,0.0,0.0232,0.0,0.0,0.053,0.0137,0.0,0.0077,0.0202,0.0068,0.0,0.022,0.0,0.0597,0.0388,0.0103,0.0642,0.0,0.0,0.0,0.0,0.0225,0.1233,0.1743,0.0191
University of North Carolina at Greensboro,Greensboro,NC,0.9084,14889.0,Doctoral Universities: High Research Activity,Public,0.0,0.0031,0.0,0.0068,0.0501,0.0,0.0495,0.0,0.0549,0.0,0.0,0.0093,0.0453,0.0,0.0191,0.0374,0.0,0.0529,0.0048,0.0,0.0445,0.0703,0.0062,0.0,0.0051,0.0,0.065,0.0,0.0219,0.0746,0.0,0.0,0.0,0.0,0.0777,0.0937,0.1927,0.0152
North Carolina Central University,Durham,NC,0.7602,5323.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0126,0.0,0.0,0.0573,0.0,0.0087,0.0,0.0301,0.0,0.0,0.0,0.0718,0.0,0.0049,0.0146,0.0,0.0456,0.001,0.0,0.0,0.0592,0.0,0.0,0.0107,0.0,0.0942,0.1136,0.0583,0.1282,0.0,0.0,0.0,0.0,0.0233,0.1126,0.1388,0.0146
University of North Carolina School of the Arts,Winston Salem,NC,0.2975,935.0,"Special Focus Four-Year: Arts, Music & Design Schools",Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
North Carolina State University at Raleigh,Raleigh,NC,0.4748,24999.0,Doctoral Universities: Very High Research Activity,Public,0.0906,0.0356,0.0075,0.0,0.0353,0.0,0.0366,0.0,0.0233,0.2417,0.0056,0.0102,0.0,0.0,0.0128,0.0059,0.0,0.107,0.0255,0.0,0.0354,0.0227,0.0032,0.0,0.0167,0.0026,0.0425,0.0,0.0081,0.0467,0.0,0.0,0.0,0.0,0.0155,0.0,0.158,0.0116
North Carolina Wesleyan University,Rocky Mount,NC,0.2802,1362.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0027,0.0,0.0,0.0108,0.0,0.0889,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,0.0,0.0243,0.0108,0.0,0.0,0.035,0.0027,0.0,0.0,0.0,0.1294,0.1456,0.0,0.0108,0.0,0.0,0.0,0.0,0.0027,0.027,0.4825,0.0054
University of North Carolina Wilmington,Wilmington,NC,0.6798,14161.0,Doctoral Universities: High Research Activity,Public,0.0,0.021,0.0,0.0,0.0514,0.0,0.036,0.0,0.0488,0.0,0.0,0.0059,0.0,0.0,0.0233,0.0,0.0,0.0703,0.0069,0.0,0.0174,0.0624,0.0049,0.0,0.0192,0.0,0.0608,0.0,0.0227,0.0529,0.0,0.0,0.0,0.0,0.0388,0.2699,0.1761,0.0115
William Peace University,Raleigh,NC,0.5209,666.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0047,0.0,0.0,0.0651,0.0,0.0,0.0,0.0605,0.0,0.0,0.0,0.0,0.0093,0.0233,0.0326,0.0,0.0605,0.0,0.0,0.0,0.0837,0.0,0.0,0.0,0.0,0.0651,0.0,0.0,0.1209,0.0,0.0,0.0,0.0,0.1628,0.0651,0.2233,0.0233
University of North Carolina at Pembroke,Pembroke,NC,0.9184,6179.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0112,0.0,0.0022,0.0382,0.0,0.0389,0.0,0.0427,0.0,0.0,0.0022,0.0,0.0,0.012,0.0,0.0,0.0838,0.0037,0.0,0.0898,0.0876,0.003,0.0,0.0202,0.0,0.0494,0.1153,0.0569,0.107,0.0,0.0,0.0,0.0,0.0337,0.0749,0.1123,0.015
Pfeiffer University,Misenheimer,NC,0.7176,744.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0108,0.0,0.0,0.0323,0.0,0.043,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0753,0.0,0.0,0.0,0.1505,0.0054,0.0,0.0054,0.0,0.0591,0.0968,0.0538,0.0,0.0,0.0,0.0,0.0,0.0323,0.129,0.1613,0.0108
Queens University of Charlotte,Charlotte,NC,0.692,1418.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0083,0.0,0.0,0.0971,0.0,0.0,0.0,0.0207,0.0,0.0,0.0,0.0,0.0,0.0207,0.0041,0.0,0.0847,0.0124,0.0,0.0,0.0289,0.0062,0.0,0.0021,0.0,0.0537,0.0,0.0207,0.031,0.0,0.0,0.0,0.0,0.064,0.3492,0.1818,0.0145
Mid-Atlantic Christian University,Elizabeth City,NC,0.48,133.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0,0.0,0.0,0.4186,0.0,0.0,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093,0.0
Saint Augustine's University,Raleigh,NC,0.7476,1239.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0463,0.0,0.0556,0.0,0.0093,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.1389,0.0093,0.0,0.0,0.0,0.0926,0.1389,0.0,0.0648,0.0,0.0,0.0,0.0,0.0185,0.1111,0.1852,0.0
Salem College,Winston-Salem,NC,0.9019,346.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0165,0.0,0.0,0.0083,0.0,0.0,0.0,0.0579,0.0,0.0,0.0248,0.0,0.0,0.1405,0.0165,0.0,0.1488,0.0826,0.0,0.0,0.0413,0.0165,0.0,0.0083,0.0,0.0413,0.0413,0.0,0.0496,0.0,0.0,0.0,0.0,0.0744,0.0,0.1901,0.0413
Shaw University,Raleigh,NC,0.6534,986.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0659,0.0,0.0599,0.0,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.012,0.0,0.0299,0.1198,0.024,0.0,0.0,0.0,0.0778,0.1198,0.0778,0.0719,0.0,0.0,0.0,0.0,0.012,0.0,0.2036,0.0
St. Andrews University,Laurinburg,NC,0.1229,876.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0198,0.0,0.0,0.0,0.0693,0.0,0.0,0.0,0.2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594,0.0,0.0,0.0396,0.0891,0.0099,0.0,0.0,0.0,0.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594,0.0,0.3168,0.0297
Southeastern Baptist Theological Seminary,Wake Forest,NC,0.8989,529.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,0.0,0.0594,0.0297,0.0,0.0,0.0,0.0,0.0099,0.0,0.0792,0.7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792
Wake Forest University,Winston-Salem,NC,0.2518,5465.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0048,0.0,0.0032,0.0912,0.0,0.025,0.0,0.0056,0.0339,0.0,0.0161,0.0,0.0,0.0323,0.0048,0.0,0.1001,0.0347,0.0,0.0,0.0452,0.0105,0.0,0.0282,0.0,0.0759,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0137,0.0,0.247,0.0226
Warren Wilson College,Swannanoa,NC,0.774,718.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068,0.0,0.0,0.0971,0.0,0.0,0.0485,0.0,0.0097,0.0,0.0097,0.0,0.0874,0.0,0.1456,0.1068,0.0,0.0,0.0,0.0,0.0291,0.0,0.0388,0.0583
Wingate University,Wingate,NC,0.8453,2480.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0466,0.0,0.0,0.0,0.1063,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.1399,0.0187,0.0,0.0112,0.1549,0.0,0.0,0.0205,0.0,0.0989,0.056,0.069,0.0205,0.0,0.0,0.0,0.0,0.0187,0.0597,0.1716,0.0056
Winston-Salem State University,Winston-Salem,NC,0.8147,4581.0,Doctoral/Professional Universities,Public,0.0,0.0,0.0,0.001,0.0326,0.0,0.0214,0.0,0.0407,0.0,0.0,0.001,0.0,0.0,0.001,0.0468,0.0,0.0804,0.0041,0.0,0.0041,0.1068,0.0,0.0,0.0122,0.0,0.0407,0.0326,0.0264,0.0254,0.0,0.0,0.0,0.0,0.0163,0.4354,0.0682,0.0031
Western Carolina University,Cullowhee,NC,0.7942,9980.0,Doctoral/Professional Universities,Public,0.0,0.0175,0.0,0.0,0.0218,0.0,0.0073,0.0,0.0787,0.0261,0.0509,0.009,0.0,0.0,0.018,0.0026,0.0,0.0389,0.0077,0.0,0.0026,0.0317,0.0034,0.0,0.0227,0.0,0.0471,0.062,0.0501,0.0351,0.0,0.0,0.0,0.0,0.0573,0.1951,0.2003,0.0141
Dickinson State University,Dickinson,ND,0.9935,1166.0,Baccalaureate Colleges: Diverse Fields,Public,0.0898,0.003,0.0,0.0,0.0,0.0,0.0389,0.0,0.1048,0.0,0.0,0.0,0.0,0.0,0.006,0.0359,0.0,0.0329,0.006,0.0,0.0449,0.0659,0.0,0.0,0.003,0.0,0.012,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.006,0.1587,0.3832,0.003
University of Jamestown,Jamestown,ND,0.7579,992.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0649,0.0,0.0519,0.0,0.1104,0.039,0.0065,0.0065,0.0,0.0,0.013,0.0,0.0,0.0519,0.0,0.0,0.0,0.0909,0.0065,0.0,0.0,0.0,0.1039,0.0325,0.0,0.026,0.0,0.0,0.0,0.0,0.0325,0.1299,0.2143,0.0195
University of Mary,Bismarck,ND,0.7879,2185.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0327,0.0,0.0182,0.0,0.0855,0.0182,0.0,0.0018,0.0,0.0,0.0164,0.0364,0.0,0.0636,0.0073,0.0,0.0,0.0655,0.0436,0.0127,0.0018,0.0,0.0691,0.0364,0.0291,0.0073,0.0,0.0,0.0,0.0,0.0182,0.2491,0.1782,0.0091
Mayville State University,Mayville,ND,0.6099,866.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.2869,0.0,0.0,0.0,0.0844,0.0,0.0042,0.1224,0.0,0.0127,0.0464,0.0,0.0,0.0464,0.0,0.0,0.0084,0.0,0.0169,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.1814,0.1688,0.0
Minot State University,Minot,ND,0.8838,2248.0,Master's Colleges & Universities: Medium Programs,Public,0.0,0.0,0.0,0.0,0.0137,0.002,0.0215,0.0,0.1761,0.0,0.0,0.0098,0.0,0.0,0.0098,0.0411,0.0,0.0235,0.0039,0.0,0.0,0.0391,0.0,0.0,0.0078,0.0,0.0196,0.0841,0.1526,0.002,0.0,0.0,0.0,0.0,0.0098,0.1663,0.2016,0.0157
University of North Dakota,Grand Forks,ND,0.8903,8998.0,Doctoral Universities: High Research Activity,Public,0.0,0.0013,0.0,0.0018,0.0455,0.004,0.0219,0.0,0.0531,0.1112,0.0004,0.0286,0.0004,0.0,0.0125,0.0442,0.0,0.0473,0.0058,0.0,0.0125,0.0129,0.0022,0.0,0.0134,0.0,0.0536,0.0375,0.0411,0.0366,0.0,0.0,0.0,0.1138,0.0112,0.1607,0.121,0.0054
North Dakota State University-Main Campus,Fargo,ND,0.9546,9932.0,Doctoral Universities: Very High Research Activity,Public,0.0757,0.0108,0.0313,0.0,0.0148,0.0,0.0308,0.0,0.0268,0.1571,0.018,0.0024,0.0709,0.0,0.0056,0.0,0.0,0.0617,0.0084,0.0,0.022,0.0349,0.0008,0.0,0.0064,0.0,0.0377,0.028,0.0,0.02,0.0,0.0,0.0,0.0,0.0232,0.135,0.1743,0.0032
Trinity Bible College and Graduate School,Ellendale,ND,0.9688,144.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515,0.0
Valley City State University,Valley City,ND,0.8145,942.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0289,0.0,0.0,0.0157,0.0,0.0052,0.0,0.5801,0.0105,0.0,0.0079,0.0,0.0,0.0079,0.042,0.0,0.0105,0.0026,0.0,0.0,0.0472,0.0,0.0,0.0026,0.0,0.0105,0.0,0.0184,0.0026,0.0,0.0,0.0,0.0,0.0787,0.0499,0.0709,0.0079
Herzing University-Akron,Akron,OH,0.9417,410.0,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267,0.1533,0.0
University of Akron Main Campus,Akron,OH,0.8492,10811.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0,0.0009,0.0345,0.0,0.0522,0.0,0.0547,0.1426,0.0794,0.0098,0.0187,0.0,0.0063,0.0478,0.0,0.0332,0.0085,0.0,0.0329,0.0136,0.0006,0.0,0.0079,0.0,0.0335,0.0367,0.0244,0.0278,0.0,0.0,0.0,0.0,0.0297,0.1278,0.1714,0.0051
University of Akron Wayne College,Orrville,OH,0.8607,725.0,Associate's Colleges: High Transfer-High Nontraditional,Public,0.0,0.0,0.0,0.0,0.1733,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0933,0.0
Art Academy of Cincinnati,Cincinnati,OH,1.0,233.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9167,0.0,0.0,0.0
Ashland University,Ashland,OH,0.7001,2991.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0084,0.0,0.0,0.0655,0.0,0.0153,0.0,0.1448,0.0,0.0,0.007,0.0,0.0,0.0111,0.0752,0.0,0.0682,0.0042,0.0,0.0111,0.0111,0.007,0.0,0.0097,0.0,0.0195,0.0432,0.0042,0.0279,0.0,0.0,0.0,0.0,0.0195,0.2591,0.1727,0.0153
Aultman College of Nursing and Health Sciences,Canton,OH,0.3191,251.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.9765,0.0,0.0
Baldwin Wallace University,Berea,OH,0.7901,2808.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0168,0.0,0.0,0.0252,0.0,0.0505,0.0,0.1066,0.0056,0.0,0.0042,0.0,0.0,0.0323,0.0,0.0,0.0645,0.0098,0.0,0.0014,0.0379,0.0028,0.0,0.0252,0.0,0.0491,0.0266,0.0014,0.0281,0.0,0.0,0.0,0.0,0.1725,0.1304,0.1921,0.0168
Bluffton University,Bluffton,OH,0.7522,718.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0347,0.0,0.0139,0.0,0.1181,0.0,0.0,0.0,0.0764,0.0,0.0278,0.0,0.0,0.0139,0.0417,0.0,0.0,0.0833,0.0069,0.0139,0.0069,0.0,0.0556,0.0764,0.0417,0.0069,0.0,0.0,0.0,0.0,0.0278,0.0694,0.2569,0.0278
Bowling Green State University-Main Campus,Bowling Green,OH,0.7873,12779.0,Doctoral Universities: High Research Activity,Public,0.0,0.0101,0.0192,0.0044,0.0227,0.0161,0.0107,0.0,0.2053,0.035,0.0445,0.0047,0.0221,0.0,0.0356,0.0189,0.0,0.0413,0.0104,0.0,0.0114,0.0587,0.0019,0.0,0.0117,0.0,0.0391,0.0413,0.0218,0.0227,0.0,0.0,0.0,0.0161,0.0621,0.0839,0.1224,0.006
Canton City Schools Adult Career and Technical Education,Canton,OH,0.963,84.0,Not applicable,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.9512,0.0,0.0
Capital University,Columbus,OH,0.7417,2045.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0019,0.0,0.0,0.0737,0.0,0.0208,0.0,0.1267,0.0,0.0,0.0038,0.0,0.0,0.0265,0.0,0.0,0.0662,0.0038,0.0,0.0378,0.0151,0.0132,0.0,0.0057,0.0,0.0416,0.0,0.0473,0.0567,0.0,0.0,0.0,0.0,0.0888,0.2401,0.1229,0.0076
Case Western Reserve University,Cleveland,OH,0.3024,5697.0,Doctoral Universities: Very High Research Activity,Private nonprofit,0.0,0.0016,0.0,0.0008,0.0,0.0,0.1009,0.0,0.0024,0.2947,0.0,0.0055,0.0134,0.0,0.0102,0.0032,0.0,0.1261,0.0339,0.0,0.0591,0.0,0.0063,0.0,0.0489,0.0,0.0307,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0229,0.0804,0.0867,0.0095
Cedarville University,Cedarville,OH,0.6224,3613.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0054,0.0,0.0,0.0472,0.0,0.0243,0.0,0.1039,0.1012,0.0,0.0162,0.0,0.0013,0.0229,0.0013,0.0,0.0499,0.0108,0.0,0.0094,0.0121,0.0,0.0472,0.0067,0.0,0.0283,0.0121,0.0162,0.0148,0.0,0.0,0.0,0.0,0.0958,0.2308,0.1296,0.0121
Central State University,Wilberforce,OH,0.5864,6017.0,Baccalaureate Colleges: Diverse Fields,Public,0.0075,0.0,0.0,0.0,0.0489,0.0,0.0188,0.0,0.0865,0.0414,0.0113,0.0,0.0,0.0,0.0113,0.0,0.0,0.0564,0.0038,0.0,0.0,0.0902,0.0,0.0,0.015,0.0,0.0977,0.0865,0.0902,0.0376,0.0,0.0,0.0,0.0,0.0338,0.0,0.2594,0.0038
The Christ College of Nursing and Health Sciences,Cincinnati,OH,0.6412,870.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,0.0,0.0
University of Cincinnati-Main Campus,Cincinnati,OH,0.8483,27188.0,Doctoral Universities: Very High Research Activity,Public,0.001,0.0069,0.0176,0.0028,0.0682,0.0,0.0451,0.0,0.0574,0.1221,0.0044,0.0097,0.0,0.0121,0.0103,0.0044,0.0,0.0558,0.0072,0.0,0.0272,0.0123,0.0018,0.0,0.0106,0.0,0.0361,0.0367,0.0085,0.0362,0.0,0.0,0.0,0.0,0.0713,0.1501,0.1787,0.0055
Cleveland Institute of Art,Cleveland,OH,0.6588,574.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.0606,0.0,0.0
Cleveland Institute of Music,Cleveland,OH,0.3289,208.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cleveland State University,Cleveland,OH,0.9129,10208.0,Doctoral Universities: High Research Activity,Public,0.0,0.0148,0.0,0.0041,0.0646,0.0,0.0379,0.0,0.0427,0.1062,0.0078,0.0071,0.0,0.0,0.0141,0.003,0.0,0.0353,0.0067,0.0,0.0,0.0037,0.0037,0.0,0.0093,0.003,0.0768,0.0,0.0349,0.0865,0.0,0.0,0.0,0.0,0.0475,0.212,0.1711,0.0074
Columbus College of Art and Design,Columbus,OH,0.9438,975.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963,0.0,0.0,0.0
University of Dayton,Dayton,OH,0.8063,8555.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.001,0.0,0.0021,0.0783,0.0,0.0175,0.0,0.0855,0.1632,0.0263,0.0015,0.0,0.0,0.0118,0.0041,0.0,0.0623,0.0021,0.0,0.0103,0.0175,0.0062,0.0,0.0041,0.0,0.0417,0.0185,0.0,0.0319,0.0,0.0,0.0,0.0,0.0206,0.0886,0.2981,0.0067
Defiance College,Defiance,OH,0.6221,516.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0122,0.0,0.0366,0.0,0.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0366,0.0244,0.0,0.0,0.1463,0.0,0.0122,0.0,0.0,0.0244,0.0732,0.0732,0.0,0.0,0.0,0.0,0.0,0.0488,0.1341,0.1829,0.0366
Denison University,Granville,OH,0.2827,2312.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0328,0.0,0.0143,0.0779,0.0,0.0369,0.0,0.0266,0.0,0.0,0.0553,0.0,0.0,0.0389,0.0041,0.0,0.123,0.0164,0.0,0.0,0.0389,0.0164,0.0,0.0246,0.0,0.0553,0.0,0.0,0.2398,0.0,0.0,0.0,0.0,0.0594,0.0,0.1148,0.0246
The University of Findlay,Findlay,OH,0.836,2204.0,Doctoral/Professional Universities,Private nonprofit,0.2838,0.0,0.0,0.0,0.0114,0.0023,0.0229,0.0,0.0938,0.0,0.016,0.0069,0.0,0.0069,0.0069,0.0,0.0,0.032,0.0046,0.0,0.0,0.0275,0.0023,0.0023,0.0,0.0,0.0481,0.0481,0.0206,0.0,0.0,0.0,0.0,0.0,0.0023,0.1693,0.1876,0.0046
Gods Bible School and College,Cincinnati,OH,0.6458,221.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522,0.0,0.0,0.0,0.0652,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,0.8889,282.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hannah E Mullins School of Practical Nursing,Salem,OH,0.5455,54.0,Not applicable,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
