Institution,City,State,AdmissionRate,Undergraduates,CarnegieClassification,Ownership,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
Adult and Community Education-Hudson,Columbus,OH,0.9091,53.0,Not applicable,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Heidelberg University,Tiffin,OH,0.8636,1036.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0331,0.0,0.0,0.0608,0.0,0.0331,0.0,0.0884,0.0,0.0,0.011,0.0,0.0,0.0166,0.0,0.0,0.0608,0.011,0.0,0.011,0.105,0.0055,0.0,0.0,0.0,0.0773,0.0,0.0,0.0829,0.0,0.0,0.0,0.0,0.0442,0.1326,0.1989,0.0276
Hiram College,Hiram,OH,0.9342,849.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0443,0.0,0.0,0.0345,0.0,0.0148,0.0,0.0887,0.0,0.0,0.0049,0.0,0.0,0.0296,0.0,0.0,0.197,0.0,0.0,0.0,0.0099,0.0148,0.0,0.0197,0.0,0.0542,0.0,0.0,0.0739,0.0,0.0,0.0,0.0,0.0148,0.0985,0.2906,0.0099
John Carroll University,University Heights,OH,0.8811,2609.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0047,0.0,0.0,0.0961,0.0,0.0233,0.0,0.0496,0.0047,0.0,0.0078,0.0,0.0,0.0295,0.0,0.0,0.1085,0.0093,0.0,0.0372,0.0899,0.0124,0.0,0.0357,0.0,0.076,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.2946,0.014
Hondros College of Nursing,Westerville,OH,0.8198,2541.0,Special Focus Four-Year: Other Health Professions Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kent State University at Kent,Kent,OH,0.8731,20136.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0105,0.0194,0.0002,0.0674,0.0,0.0341,0.0,0.0838,0.0089,0.0044,0.0081,0.019,0.005,0.0137,0.0246,0.0,0.0444,0.0048,0.0,0.0024,0.022,0.0012,0.0,0.0109,0.0,0.0614,0.0329,0.0,0.0337,0.0,0.0,0.0,0.0166,0.0709,0.1621,0.2294,0.0083
Kenyon College,Gambier,OH,0.3655,1868.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0183,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762,0.0,0.0,0.1372,0.0,0.0,0.1494,0.0366,0.0,0.0671,0.0,0.0366,0.0,0.0366,0.0,0.0762,0.0,0.0,0.2195,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0427
Kettering College,Kettering,OH,0.253,567.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lake Erie College,Painesville,OH,0.5473,644.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0511,0.0,0.0,0.0,0.0584,0.0,0.0146,0.0,0.1095,0.0,0.0,0.0073,0.0,0.0146,0.0146,0.0,0.0,0.0876,0.0292,0.0,0.0,0.0584,0.0,0.0,0.0219,0.0,0.0803,0.0511,0.0,0.0073,0.0,0.0,0.0,0.0,0.0146,0.0146,0.3504,0.0146
Lourdes University,Sylvania,OH,0.7524,811.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0109,0.0054,0.0,0.0543,0.0,0.0,0.0543,0.0163,0.0109,0.0,0.0,0.0,0.0489,0.038,0.0489,0.0,0.0,0.0,0.0,0.0,0.0272,0.4022,0.2283,0.0109
Malone University,Canton,OH,0.7803,882.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.052,0.0074,0.0074,0.0,0.0818,0.0,0.0,0.0,0.0,0.0,0.0149,0.0186,0.0,0.0669,0.0037,0.0,0.0,0.0855,0.0037,0.0297,0.0074,0.0,0.0409,0.026,0.052,0.0186,0.0,0.0,0.0,0.0,0.0186,0.1636,0.2937,0.0074
Marietta College,Marietta,OH,0.8309,1124.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0058,0.0,0.0,0.0523,0.0,0.0233,0.0,0.093,0.2035,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.0581,0.0233,0.0,0.0,0.0465,0.0,0.0,0.0523,0.0,0.0349,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0233,0.0814,0.2151,0.0058
Mercy College of Ohio,Toledo,OH,0.4097,1215.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916,0.0,0.0
Miami University-Oxford,Oxford,OH,0.886,16868.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0193,0.0084,0.0783,0.0,0.0313,0.0,0.0726,0.0597,0.0041,0.0086,0.0055,0.0,0.0191,0.0002,0.0,0.0664,0.0227,0.0,0.0048,0.0721,0.0043,0.0,0.0141,0.0,0.0549,0.0,0.0153,0.1136,0.0,0.0,0.0,0.0,0.0193,0.0451,0.253,0.0074
Mount Carmel College of Nursing,Columbus,OH,0.5221,621.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
University of Mount Union,Alliance,OH,0.7974,1865.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.021,0.0,0.021,0.0,0.147,0.0525,0.0,0.0341,0.0157,0.0,0.0184,0.0,0.0,0.084,0.0079,0.0,0.0131,0.1444,0.0026,0.0,0.0184,0.0,0.0525,0.0341,0.0,0.0315,0.0,0.0,0.0,0.0,0.0315,0.0814,0.1785,0.0105
Mount Vernon Nazarene University,Mount Vernon,OH,0.8723,1490.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0206,0.0,0.0092,0.0,0.1396,0.0275,0.0,0.0046,0.0,0.0,0.0114,0.0526,0.0,0.0618,0.016,0.0,0.0,0.0435,0.0137,0.0252,0.0,0.0,0.0275,0.016,0.1213,0.0,0.0,0.0,0.0,0.0,0.0343,0.1373,0.2288,0.0092
Mount Saint Joseph University,Cincinnati,OH,0.6316,1087.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0267,0.0,0.0191,0.0,0.1527,0.0,0.0,0.0,0.0,0.0382,0.0,0.0458,0.0,0.0802,0.0038,0.0,0.0649,0.042,0.0,0.0,0.0,0.0,0.0267,0.0,0.0305,0.0458,0.0,0.0,0.0,0.0,0.0382,0.2443,0.1412,0.0
Muskingum University,New Concord,OH,0.8562,1501.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0217,0.0,0.0186,0.0,0.087,0.0217,0.0,0.0031,0.0,0.0,0.0311,0.0,0.0,0.0807,0.0155,0.0,0.0,0.0404,0.0031,0.0,0.0217,0.0,0.0776,0.0435,0.0,0.0435,0.0,0.0,0.0,0.0,0.0248,0.2733,0.1708,0.0217
Notre Dame College,Cleveland,OH,0.8239,1141.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0178,0.0,0.0,0.0444,0.0,0.0044,0.0,0.1422,0.0,0.0,0.0,0.0,0.0,0.0133,0.0089,0.0,0.0756,0.0178,0.04,0.0133,0.0,0.0,0.0,0.0,0.0,0.1022,0.0444,0.0,0.0178,0.0,0.0,0.0,0.0,0.0267,0.0933,0.3289,0.0089
Oberlin College,Oberlin,OH,0.3434,2942.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.038,0.0,0.0633,0.0,0.0,0.047,0.0,0.0,0.0072,0.0,0.0398,0.0,0.0108,0.0597,0.0,0.0,0.1338,0.0307,0.0,0.0,0.0,0.0217,0.0,0.0542,0.0,0.0651,0.0,0.0,0.1392,0.0,0.0,0.0,0.0,0.2423,0.0,0.0,0.047
Ohio Dominican University,Columbus,OH,0.5355,823.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0048,0.0,0.0,0.0338,0.0,0.0193,0.0,0.1256,0.0097,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.1256,0.0242,0.0,0.0821,0.087,0.0097,0.0,0.0145,0.0,0.0242,0.0,0.0435,0.0338,0.0,0.0,0.0,0.0,0.0242,0.0145,0.2947,0.0193
Ohio Northern University,Ada,OH,0.689,2187.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0149,0.0,0.0,0.01,0.0,0.0224,0.0,0.0522,0.199,0.0373,0.0,0.0,0.0,0.01,0.0,0.0,0.0522,0.01,0.0,0.0,0.0373,0.0124,0.0025,0.0174,0.0,0.0274,0.0448,0.0,0.0149,0.0,0.0,0.0,0.0,0.0522,0.1692,0.2015,0.0124
Ohio State University-Main Campus,Columbus,OH,0.5718,45986.0,Doctoral Universities: Very High Research Activity,Public,0.0309,0.0171,0.0094,0.0026,0.0537,0.0,0.0097,0.0,0.0297,0.1511,0.0,0.0169,0.0347,0.0,0.0113,0.0007,0.0,0.0823,0.0242,0.0,0.0035,0.0165,0.0021,0.0,0.0143,0.0,0.0529,0.0,0.023,0.0866,0.0,0.0,0.0,0.0044,0.0228,0.1042,0.1852,0.0104
Ohio University-Main Campus,Athens,OH,0.8855,17899.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0069,0.0,0.0076,0.0776,0.0,0.014,0.0,0.0445,0.0521,0.0,0.0051,0.015,0.0,0.0111,0.0348,0.0,0.0426,0.0016,0.0,0.0265,0.0202,0.0019,0.0,0.0092,0.0,0.0306,0.0092,0.0161,0.0379,0.0,0.0,0.0,0.0027,0.0267,0.3403,0.1584,0.0074
Trinity Health System School of Nursing,Steubenville,OH,1.0,35.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio Wesleyan University,Delaware,OH,0.7402,1338.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0138,0.0,0.0034,0.0345,0.0,0.0276,0.0,0.0483,0.0,0.0,0.031,0.0034,0.0069,0.0103,0.0,0.0,0.1517,0.0069,0.0,0.0207,0.0966,0.0103,0.0,0.0345,0.0,0.0724,0.0,0.0,0.0931,0.0,0.0,0.0,0.0,0.0897,0.0172,0.1759,0.0517
Otterbein University,Westerville,OH,0.829,2180.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0265,0.0425,0.0,0.0018,0.0619,0.0,0.0106,0.0,0.0903,0.046,0.0,0.0018,0.0,0.0,0.0301,0.0,0.0,0.0885,0.0159,0.0,0.0071,0.0389,0.0018,0.0,0.0106,0.0,0.0478,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0885,0.1858,0.1327,0.0212
Pontifical College Josephinum,Columbus,OH,0.8,32.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.8462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Professional Skills Institute,Maumee,OH,0.6224,349.0,Special Focus Two-Year: Health Professions,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1852,0.0,0.8148,0.0,0.0
Rabbinical College Telshe,Wickliffe,OH,0.8438,51.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Modern College of Design,Kettering,OH,0.9931,195.0,Special Focus Two-Year: Arts & Design,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Franciscan University of Steubenville,Steubenville,OH,0.6845,2443.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0523,0.0,0.0194,0.0,0.062,0.0,0.0,0.0058,0.0019,0.0,0.031,0.0465,0.0,0.0426,0.0291,0.0,0.0116,0.0,0.0426,0.2035,0.0078,0.0,0.062,0.0,0.0291,0.0291,0.0,0.0,0.0,0.0,0.0078,0.1105,0.1628,0.0426
Tiffin University,Tiffin,OH,0.7374,1824.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0128,0.0,0.0408,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0026,0.0,0.0,0.0612,0.0,0.0,0.0,0.0,0.1224,0.2806,0.0,0.0204,0.0,0.0,0.0,0.0,0.0204,0.0689,0.3495,0.0077
University of Toledo,Toledo,OH,0.9652,12016.0,Doctoral Universities: High Research Activity,Public,0.0,0.0095,0.0,0.0022,0.0251,0.0,0.014,0.0,0.05,0.1705,0.0484,0.0016,0.0,0.0105,0.0073,0.0261,0.0,0.0398,0.007,0.0,0.0328,0.0299,0.0045,0.0,0.0073,0.0,0.0248,0.0379,0.0207,0.0188,0.0,0.0,0.0,0.0,0.0108,0.1877,0.2106,0.0022
Ursuline College,Pepper Pike,OH,0.8246,657.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0141,0.0047,0.0094,0.0,0.0329,0.0,0.0,0.0047,0.0,0.0141,0.0,0.0,0.0047,0.0563,0.0,0.0469,0.0094,0.0,0.0,0.0,0.0,0.0235,0.6338,0.1221,0.0094
The North Coast College,Lakewood,OH,0.5,47.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.3636,0.0
Walsh University,North Canton,OH,0.7992,1635.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0256,0.0,0.0373,0.0,0.1375,0.0,0.0,0.0,0.0,0.0093,0.0047,0.0023,0.0,0.1026,0.007,0.0,0.0303,0.0699,0.0,0.0047,0.0256,0.0,0.0536,0.0117,0.0,0.0513,0.0,0.0,0.0,0.0,0.014,0.1655,0.2448,0.0023
Wilberforce University,Wilberforce,OH,0.388,528.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.1447,0.0,0.0789,0.0,0.0,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395,0.0395,0.0921,0.0921,0.0,0.0,0.0,0.0,0.0,0.1184,0.3289,0.0
Wilmington College,Wilmington,OH,0.8688,1027.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.2239,0.0,0.0,0.0,0.0373,0.0,0.0,0.0,0.0933,0.0,0.0,0.0,0.0,0.0,0.0075,0.0112,0.0,0.0336,0.0149,0.0,0.0,0.1157,0.0037,0.0,0.0112,0.0,0.0261,0.0299,0.0299,0.0149,0.0,0.0,0.0,0.0,0.0037,0.0597,0.2687,0.0149
Wittenberg University,Springfield,OH,0.9227,1256.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0206,0.0,0.0236,0.0265,0.0,0.0118,0.0,0.0649,0.0,0.0,0.0177,0.0,0.0,0.0708,0.0,0.0,0.1209,0.0206,0.0,0.0088,0.0944,0.0206,0.0,0.0236,0.0,0.0413,0.0,0.0,0.0944,0.0,0.0,0.0,0.0,0.0708,0.0265,0.2006,0.0413
The College of Wooster,Wooster,OH,0.6063,1960.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0221,0.0,0.0196,0.0662,0.0,0.0221,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0466,0.0,0.0,0.1838,0.0466,0.0,0.0392,0.0,0.0294,0.0,0.0637,0.0,0.0662,0.0,0.0,0.2157,0.0,0.0,0.0,0.0,0.049,0.0294,0.0319,0.0515
Wright State University-Main Campus,Dayton,OH,0.9604,6879.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0,0.0,0.0234,0.0,0.0673,0.0,0.0743,0.1297,0.0005,0.0125,0.0,0.001,0.0244,0.0,0.0,0.0608,0.0075,0.0,0.0135,0.0264,0.002,0.0,0.0185,0.0,0.0723,0.0,0.0224,0.0633,0.0,0.0,0.0,0.0,0.0459,0.1117,0.212,0.0105
Wright State University-Lake Campus,Celina,OH,0.9841,1094.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0043,0.0,0.013,0.0,0.1515,0.1255,0.0649,0.0,0.0,0.0,0.0043,0.0,0.0,0.0087,0.0,0.0,0.0173,0.0,0.0,0.0,0.0433,0.0,0.0519,0.0,0.0043,0.0346,0.0,0.0,0.0,0.0,0.013,0.1039,0.3593,0.0
Xavier University,Cincinnati,OH,0.8402,5124.0,Doctoral/Professional Universities,Private nonprofit,0.0008,0.0024,0.0,0.0008,0.0405,0.0,0.0183,0.0,0.0318,0.0024,0.0,0.0071,0.0,0.0,0.0103,0.0548,0.0,0.0453,0.0071,0.0,0.0294,0.0421,0.0,0.0008,0.0103,0.0,0.0381,0.023,0.0095,0.0397,0.0,0.0,0.0,0.0,0.0349,0.3257,0.2153,0.0095
Youngstown State University,Youngstown,OH,0.7815,8306.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0044,0.0,0.0,0.0196,0.0,0.0372,0.0,0.0735,0.1053,0.0299,0.0005,0.0039,0.0,0.024,0.072,0.0,0.0519,0.0078,0.0,0.0064,0.0362,0.0024,0.0,0.0088,0.0,0.0406,0.0597,0.0504,0.0269,0.0,0.0,0.0,0.0,0.0313,0.1366,0.167,0.0034
Bacone College,Muskogee,OK,0.545,266.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0541,0.0,0.0,0.0,0.0,0.2162,0.0,0.0,0.0,0.027,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.1351,0.0,0.0,0.0,0.0,0.0,0.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.1351,0.2703,0.0
Oklahoma Wesleyan University,Bartlesville,OK,0.5391,780.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0374,0.0,0.0,0.0,0.0,0.0,0.0053,0.0642,0.0,0.0107,0.0053,0.0,0.0,0.0481,0.0053,0.0802,0.0374,0.0,0.0642,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.2888,0.2941,0.0
University of Central Oklahoma,Edmond,OK,0.813,11420.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0,0.0568,0.0024,0.0379,0.0077,0.0681,0.0262,0.0,0.0044,0.0153,0.004,0.0177,0.0902,0.0,0.052,0.006,0.0,0.0072,0.0358,0.0012,0.0,0.0072,0.0,0.0592,0.1124,0.0012,0.0322,0.0,0.0,0.0,0.0,0.0584,0.0983,0.1881,0.0101
East Central University,Ada,OK,0.6468,2552.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0064,0.0319,0.0,0.0863,0.0,0.0447,0.0,0.0,0.0,0.016,0.0208,0.0192,0.0447,0.0,0.0703,0.0048,0.0,0.0,0.0831,0.0,0.0,0.0112,0.0,0.0335,0.0144,0.0751,0.0112,0.0,0.0,0.0,0.0,0.0192,0.1246,0.2668,0.016
Randall University,Moore,OK,0.5533,279.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0625,0.1042,0.0,0.1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
Northeastern State University,Tahlequah,OK,0.9946,5212.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0027,0.0161,0.0,0.0382,0.0,0.1072,0.0007,0.0429,0.0047,0.0,0.0087,0.0241,0.0509,0.0,0.0583,0.004,0.0,0.0349,0.0328,0.0,0.0,0.008,0.0,0.0932,0.0798,0.0315,0.0121,0.0,0.0,0.0,0.0,0.0154,0.1387,0.1857,0.0094
Northwestern Oklahoma State University,Alva,OK,0.593,1408.0,Master's Colleges & Universities: Small Programs,Public,0.0493,0.0,0.0,0.0,0.0261,0.0,0.058,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.0174,0.0725,0.0,0.0522,0.0116,0.0,0.0,0.0986,0.0,0.0,0.0174,0.0,0.0899,0.0406,0.0319,0.0116,0.0,0.0,0.0,0.0,0.0087,0.087,0.2232,0.0116
Oklahoma Christian University,Edmond,OK,0.9653,1736.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0515,0.0,0.0545,0.0,0.0485,0.1182,0.0,0.0,0.0424,0.0061,0.0091,0.0515,0.0,0.0606,0.0121,0.0,0.0,0.0394,0.0,0.0273,0.0,0.0,0.0364,0.0182,0.0,0.0061,0.0,0.0,0.0,0.0,0.1091,0.1515,0.1545,0.003
Oklahoma State University-Main Campus,Stillwater,OK,0.6837,19841.0,Doctoral Universities: Very High Research Activity,Public,0.1028,0.0032,0.0058,0.001,0.0299,0.0,0.0273,0.0,0.0385,0.118,0.0367,0.002,0.0433,0.0,0.0076,0.0527,0.0,0.085,0.0064,0.0,0.0018,0.0208,0.003,0.0,0.0058,0.0,0.0369,0.0,0.0,0.0277,0.0,0.0,0.0,0.0172,0.023,0.0301,0.2697,0.0038
Oklahoma Baptist University,Shawnee,OK,0.5574,1407.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0525,0.0,0.0117,0.0,0.0962,0.0,0.0,0.0029,0.0292,0.0,0.0117,0.0,0.0,0.0845,0.0117,0.0,0.07,0.0496,0.0058,0.0729,0.0146,0.0,0.0729,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.0525,0.1662,0.1312,0.0204
Oklahoma City University,Oklahoma City,OK,0.7924,1425.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0566,0.0024,0.0,0.0,0.0,0.0,0.0024,0.0236,0.0,0.0472,0.0024,0.0,0.0,0.0212,0.0259,0.0,0.0118,0.0,0.0189,0.0236,0.0,0.0047,0.0,0.0,0.0,0.0,0.3703,0.2972,0.0684,0.0071
University of Oklahoma-Norman Campus,Norman,OK,0.8523,20800.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0098,0.0071,0.0042,0.0872,0.0,0.0257,0.0,0.0351,0.1179,0.0,0.0143,0.0,0.0,0.0093,0.0691,0.0,0.0672,0.0093,0.0,0.0349,0.0359,0.0037,0.0,0.0284,0.0,0.0571,0.0089,0.012,0.0687,0.0,0.0,0.0,0.0102,0.0386,0.0166,0.2173,0.0114
Oral Roberts University,Tulsa,OK,0.8499,3186.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0705,0.0,0.0144,0.0,0.0529,0.0513,0.0,0.0032,0.0,0.0,0.0048,0.0224,0.0,0.0577,0.0032,0.0,0.024,0.0721,0.0,0.1587,0.0016,0.0,0.0769,0.0,0.024,0.0353,0.0,0.0,0.0,0.0,0.0609,0.0785,0.1827,0.0048
University of Science and Arts of Oklahoma,Chickasha,OK,0.6345,841.0,Baccalaureate Colleges: Arts & Sciences Focus,Public,0.0,0.0,0.0,0.0,0.0486,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.1042,0.0,0.0,0.0139,0.0764,0.0,0.0,0.0139,0.0,0.0903,0.0,0.0069,0.0417,0.0,0.0,0.0,0.0,0.1806,0.0625,0.1597,0.0486
Southeastern Oklahoma State University,Durant,OK,0.737,2832.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0178,0.0,0.0,0.0356,0.0,0.0324,0.0,0.1003,0.0,0.1327,0.0,0.034,0.0,0.021,0.1408,0.0,0.034,0.0097,0.0,0.0,0.0453,0.0,0.0,0.0081,0.0,0.0453,0.0275,0.0,0.0146,0.0,0.0,0.0,0.0437,0.0243,0.0,0.2201,0.0129
Southwestern Oklahoma State University,Weatherford,OK,0.9412,3541.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0221,0.0,0.0,0.0179,0.0,0.0315,0.0,0.0862,0.0053,0.041,0.0,0.0,0.0,0.0074,0.0147,0.0,0.02,0.0053,0.0,0.021,0.0589,0.0,0.0,0.0116,0.0,0.0179,0.0231,0.0,0.0084,0.0,0.0,0.0,0.0,0.02,0.4732,0.1094,0.0053
